date,game,pick,p538,price,pBOV,value,league
2020-02-23,OSA-GRA,Draw,0.2759,3.350,0.29850746268656714,-0.08194078538081609,spd_3wm
2020-02-23,FC -FC ,FC Utrecht,0.629,1.47619,0.6774195733611528,-0.07697865399229374,de_3wm
2020-02-23,FC -FC ,FC Twente,0.1484,6.250,0.16,-0.07816711590296495,de_3wm
2020-02-23,FC -FC ,Draw,0.2226,4.600,0.2173913043478261,0.02339935153716929,de_3wm
2020-02-23,GEN-LAZ,Genoa,0.2505,4.800,0.20833333333333334,0.1683300066533599,isa_3wm
2020-02-23,GEN-LAZ,Lazio,0.5054,1.741,0.5743825387708213,-0.13649097501151838,isa_3wm
2020-02-23,GEN-LAZ,Draw,0.2441,3.800,0.2631578947368421,-0.07807412837706709,isa_3wm
2020-02-23,ALA-ATH,Alavés,0.4296,2.900,0.3448275862068966,0.19732870994670254,spd_3wm
2020-02-23,ALA-ATH,Athletic Bilbao,0.2684,2.650,0.37735849056603776,-0.405955628040379,spd_3wm
2020-02-23,ALA-ATH,Draw,0.302,2.950,0.3389830508474576,-0.12246043326972722,spd_3wm
2020-02-23,MAN-WAT,Manchester United,0.5779,1.588235,0.6296297462277307,-0.08951331757696962,bpl_3wm
2020-02-23,MAN-WAT,Watford,0.1845,5.50,0.18181818181818182,0.01453559990145352,bpl_3wm
2020-02-23,MAN-WAT,Draw,0.2377,3.950,0.2531645569620253,-0.06505913740860447,bpl_3wm
2020-02-23,TOR-PAR,Torino,0.403,2.100,0.47619047619047616,-0.18161408483989117,isa_3wm
2020-02-23,TOR-PAR,Parma,0.3258,3.400,0.29411764705882354,0.09724479110244458,isa_3wm
2020-02-23,TOR-PAR,Draw,0.2712,3.400,0.29411764705882354,-0.08450459829949684,isa_3wm
2020-02-23,ATA-SAS,Atalanta,0.7362,1.344828,0.7435895147929699,-0.01003737407358041,isa_3wm
2020-02-23,ATA-SAS,Sassuolo,0.1035,7.500,0.13333333333333333,-0.28824476650563613,isa_3wm
2020-02-23,ATA-SAS,Draw,0.1604,5.250,0.19047619047619047,-0.18750742192138703,isa_3wm
2020-02-23,VER-CAG,Verona,0.4941,1.909091,0.5238094988662143,-0.06012851419998851,isa_3wm
2020-02-23,VER-CAG,Cagliari,0.2478,4.00,0.25,-0.008878127522195349,isa_3wm
2020-02-23,VER-CAG,Draw,0.2581,3.500,0.2857142857142857,-0.10699064592904185,isa_3wm
2020-02-23,ARS-EVE,Arsenal,0.3883,1.952381,0.5121951094586559,-0.31907058835605434,bpl_3wm
2020-02-23,ARS-EVE,Everton,0.3529,3.750,0.26666666666666666,0.24435628601114573,bpl_3wm
2020-02-23,ARS-EVE,Draw,0.2588,3.500,0.2857142857142857,-0.10399646721130497,bpl_3wm
2020-02-23,AS -LEC,AS Roma,0.7484,1.327869,0.7530863360768268,-0.006261806623232084,isa_3wm
2020-02-23,AS -LEC,Lecce,0.0957,8.00,0.125,-0.3061650992685476,isa_3wm
2020-02-23,AS -LEC,Draw,0.1559,5.750,0.17391304347826086,-0.11554229299718315,isa_3wm
2020-02-25,CHE-BAY,Chelsea,0.2895,3.600,0.2777777777777778,0.04049126847054297,ucl_3wm
2020-02-25,CHE-BAY,Bayern Munich,0.4938,1.952381,0.5121951094586559,-0.037252145521781806,ucl_3wm
2020-02-25,CHE-BAY,Draw,0.2168,3.650,0.273972602739726,-0.26371126724965877,ucl_3wm
2020-02-26,LYO-JUV,Lyon,0.3097,4.400,0.22727272727272727,0.26615199459887867,ucl_3wm
2020-02-26,LYO-JUV,Juventus,0.4247,1.833333,0.5454546446281172,-0.28432927861576923,ucl_3wm
2020-02-26,LYO-JUV,Draw,0.2656,3.600,0.2777777777777778,-0.04585006693440432,ucl_3wm
2020-02-26,REA-MAN,Real Madrid,0.4027,2.500,0.4,0.006704742984852198,ucl_3wm
2020-02-26,REA-MAN,Manchester City,0.363,2.550,0.3921568627450981,-0.08032193593690937,ucl_3wm
2020-02-26,REA-MAN,Draw,0.2344,3.800,0.2631578947368421,-0.12268726423567446,ucl_3wm
